=== MALATAVADI REJECTED CORRECTIONS DETAIL ===
Plot       | Confidence | Ev Imp     | Shift (m)  | Safeguard                 | Detailed Reason
210        | 0.6497     | 0.0298     | 10.20      | baseline                  | Baseline flagging (overlap violation)
2100       | 0.6368     | 0.0250     | 9.06       | evidence_threshold        | Insufficient evidence improvement (0.0250 < 0.035)
2101       | 0.4033     | 0.1005     | 8.00       | baseline                  | Baseline flagging (alignment ambiguous)
2103       | 0.4920     | 0.0595     | 9.06       | confidence_threshold      | Low confidence (0.4920 < 0.50)
2104       | 0.2361     | 0.1257     | 8.00       | baseline                  | Baseline flagging (low legacy conf)
2105       | 0.7518     | 0.1556     | 9.06       | baseline                  | Baseline flagging (overlap violation)
2106       | 0.4989     | 0.1247     | 10.20      | confidence_threshold      | Low confidence (0.4989 < 0.50)
2107       | 0.7714     | 0.0307     | 9.06       | evidence_threshold        | Insufficient evidence improvement (0.0307 < 0.035)
2108       | 0.7385     | 0.0129     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0129 < 0.035)
2109       | 0.2115     | 0.0198     | 10.20      | baseline                  | Baseline flagging (area ratio)
211        | 0.2230     | 0.0495     | 10.20      | baseline                  | Baseline flagging (area ratio)
2110       | 0.2303     | 0.1240     | 10.20      | baseline                  | Baseline flagging (area ratio)
2111       | 0.4187     | 0.0684     | 10.20      | baseline                  | Baseline flagging (overlap violation)
2112       | 0.2238     | 0.0485     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
2113       | 0.1608     | 0.0094     | 10.20      | baseline                  | Baseline flagging (area ratio)
2114       | 0.1628     | 0.0298     | 10.20      | baseline                  | Baseline flagging (area ratio)
2115       | 0.1881     | 0.0134     | 10.20      | baseline                  | Baseline flagging (area ratio)
2116       | 0.1980     | 0.0086     | 10.20      | baseline                  | Baseline flagging (area ratio)
2117       | 0.2106     | 0.0485     | 10.20      | baseline                  | Baseline flagging (area ratio)
2118       | 0.4212     | 0.0236     | 10.20      | confidence_threshold      | Low confidence (0.4212 < 0.50)
2119       | 0.2078     | 0.0229     | 10.20      | baseline                  | Baseline flagging (area ratio)
212        | 0.8566     | 0.0135     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0135 < 0.035)
2120       | 0.2720     | 0.0202     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
2121       | 0.2072     | 0.0553     | 10.20      | baseline                  | Baseline flagging (area ratio)
2122       | 0.2053     | 0.0059     | 10.20      | baseline                  | Baseline flagging (area ratio)
2123       | 0.4491     | 0.0111     | 10.44      | baseline                  | Baseline flagging (overlap violation)
2124       | 0.1989     | 0.0403     | 10.44      | baseline                  | Baseline flagging (area ratio)
2125       | 0.5793     | 0.0447     | 11.70      | baseline                  | Baseline flagging (overlap violation)
2126       | 0.5763     | 0.0156     | 11.70      | baseline                  | Baseline flagging (overlap violation)
2127/1     | 0.4567     | 0.0610     | 10.20      | confidence_threshold      | Low confidence (0.4567 < 0.50)
2127/2     | 0.5518     | 0.0646     | 10.44      | baseline                  | Baseline flagging (overlap violation)
2127/3     | 0.8134     | 0.0654     | 10.44      | baseline                  | Baseline flagging (overlap violation)
2127/4     | 0.3951     | 0.0917     | 10.44      | baseline                  | Baseline flagging (low legacy conf)
2128       | 0.2185     | 0.1160     | 10.20      | baseline                  | Baseline flagging (area ratio)
2129       | 0.2293     | 0.1003     | 10.20      | baseline                  | Baseline flagging (area ratio)
213        | 0.2093     | 0.0510     | 10.20      | baseline                  | Baseline flagging (area ratio)
2130       | 0.6003     | 0.0380     | 9.22       | baseline                  | Baseline flagging (overlap violation)
2131       | 0.8323     | 0.0184     | 9.22       | evidence_threshold        | Insufficient evidence improvement (0.0184 < 0.035)
2132       | 0.3673     | 0.0997     | 8.25       | baseline                  | Baseline flagging (low legacy conf)
2133       | 0.4737     | 0.0663     | 9.22       | confidence_threshold      | Low confidence (0.4737 < 0.50)
2134       | 0.3728     | 0.0295     | 9.22       | baseline                  | Baseline flagging (low legacy conf)
2135       | 0.3345     | 0.0232     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
2136       | 0.1993     | 0.0564     | 9.22       | baseline                  | Baseline flagging (area ratio)
2137       | 0.2246     | 0.0637     | 9.22       | baseline                  | Baseline flagging (area ratio)
2139       | 0.6527     | 0.0510     | 10.20      | baseline                  | Baseline flagging (overlap violation)
214        | 0.2109     | 0.0060     | 10.20      | baseline                  | Baseline flagging (area ratio)
2140       | 0.2349     | 0.0609     | 10.20      | baseline                  | Baseline flagging (area ratio)
2141       | 0.5889     | 0.0347     | 10.20      | baseline                  | Baseline flagging (overlap violation)
2142       | 0.2477     | 0.0440     | 10.20      | baseline                  | Baseline flagging (area ratio)
2143       | 0.8466     | 0.0938     | 10.20      | baseline                  | Baseline flagging (overlap violation)
2144       | 0.4339     | 0.0925     | 10.20      | baseline                  | Baseline flagging (overlap violation)
2145       | 0.2505     | 0.0616     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
2146       | 0.8317     | 0.0136     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0136 < 0.035)
2147       | 0.1884     | 0.0097     | 10.20      | baseline                  | Baseline flagging (area ratio)
215        | 0.2108     | 0.0178     | 10.20      | baseline                  | Baseline flagging (area ratio)
216        | 0.7404     | 0.0426     | 10.44      | baseline                  | Baseline flagging (overlap violation)
217        | 0.2447     | 0.0090     | 10.44      | baseline                  | Baseline flagging (low legacy conf)
218        | 0.2257     | 0.0142     | 10.44      | baseline                  | Baseline flagging (low legacy conf)
219/A      | 0.2199     | 0.0744     | 10.44      | baseline                  | Baseline flagging (area ratio)
219/B      | 0.2223     | 0.1432     | 10.44      | baseline                  | Baseline flagging (area ratio)
22         | 0.4106     | 0.0338     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
220        | 0.2190     | 0.0431     | 10.44      | baseline                  | Baseline flagging (area ratio)
221        | 0.1831     | 0.0154     | 10.44      | baseline                  | Baseline flagging (area ratio)
222        | 0.6137     | 0.0168     | 10.20      | baseline                  | Baseline flagging (overlap violation)
223        | 0.2050     | 0.0243     | 10.20      | baseline                  | Baseline flagging (area ratio)
224/A      | 0.2046     | 0.0042     | 10.20      | baseline                  | Baseline flagging (area ratio)
224/B      | 0.2098     | 0.0207     | 10.20      | baseline                  | Baseline flagging (area ratio)
225        | 0.8163     | 0.0122     | 10.20      | baseline                  | Baseline flagging (overlap violation)
226        | 0.7071     | 0.0093     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0093 < 0.035)
227        | 0.6115     | 0.0043     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0043 < 0.035)
228        | 0.7135     | 0.0104     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0104 < 0.035)
23         | 0.2268     | 0.0329     | 10.20      | baseline                  | Baseline flagging (area ratio)
230        | 0.5426     | 0.0673     | 10.20      | baseline                  | Baseline flagging (overlap violation)
231        | 0.1912     | 0.0228     | 10.20      | baseline                  | Baseline flagging (area ratio)
232        | 0.2701     | 0.0277     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
233        | 0.7159     | 0.0327     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0327 < 0.035)
234        | 0.4251     | 0.0267     | 10.20      | baseline                  | Baseline flagging (overlap violation)
235        | 0.2097     | 0.0337     | 10.20      | baseline                  | Baseline flagging (area ratio)
236        | 0.1914     | 0.0968     | 10.20      | baseline                  | Baseline flagging (area ratio)
237        | 0.5608     | 0.0310     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0310 < 0.035)
238        | 0.4142     | 0.0120     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
239        | 0.2198     | 0.0099     | 10.20      | baseline                  | Baseline flagging (area ratio)
24         | 0.4505     | 0.0394     | 10.20      | baseline                  | Baseline flagging (overlap violation)
240        | 0.2084     | 0.0306     | 10.20      | baseline                  | Baseline flagging (area ratio)
241        | 0.5802     | 0.0179     | 10.20      | baseline                  | Baseline flagging (overlap violation)
242        | 0.2055     | 0.0084     | 10.20      | baseline                  | Baseline flagging (area ratio)
243        | 0.3482     | 0.0273     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
244        | 0.8505     | 0.0325     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0325 < 0.035)
245        | 0.2072     | 0.0273     | 10.20      | baseline                  | Baseline flagging (area ratio)
246        | 0.5674     | 0.0228     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0228 < 0.035)
247        | 0.6913     | 0.0333     | 10.05      | baseline                  | Baseline flagging (alignment ambiguous)
248        | 0.8196     | 0.0553     | 10.20      | baseline                  | Baseline flagging (overlap violation)
249        | 0.4898     | 0.0924     | 10.20      | baseline                  | Baseline flagging (overlap violation)
25         | 0.2246     | 0.0004     | 10.20      | baseline                  | Baseline flagging (area ratio)
250        | 0.7655     | 0.0394     | 10.20      | baseline                  | Baseline flagging (overlap violation)
